id_pedido,data_pedido,ano,mes,regiao,cidade,canal_venda,vendedor,segmento_cliente,produto,categoria,quantidade,preco_unitario,desconto_percentual,frete,receita_bruta,receita_liquida,custo_total,lucro,margem_percentual,forma_pagamento,status_pedido,prazo_entrega_dias,avaliacao_cliente
PED-01347,2025-05-18,2025,05,Norte,Belém,Aplicativo,Ana,Pessoa Física,Mesa Home Office,Móveis,1,980.00,0,90.18,980.00,1070.18,651.56,418.62,39.12,Cartão de Crédito,Concluído,12,3
PED-00364,2025-05-19,2025,05,Sul,Londrina,Marketplace,Daniel,Pessoa Física,Memória RAM 16 GB,Componentes,10,390.00,5,23.02,3900.00,3728.02,2458.06,1269.96,34.07,Cartão de Crédito,Concluído,7,4
PED-01121,2025-05-19,2025,05,Nordeste,Recife,Site,Ana,Pessoa Física,Webcam Full HD,Acessórios,6,310.00,5,94.17,1860.00,279.18,997.02,-717.84,-257.12,Transferência,Devolvido,10,
PED-01475,2025-05-19,2025,05,Norte,Manaus,Site,Henrique,Pessoa Física,Memória RAM 16 GB,Componentes,2,390.00,15,48.37,780.00,711.37,506.93,204.44,28.74,Boleto,Concluído,5,5
PED-01224,2025-05-20,2025,05,Nordeste,Natal,Aplicativo,Daniel,Corporativo,Smartphone X,Telefonia,3,3200.00,0,27.89,9600.00,9627.89,7359.76,2268.13,23.56,PIX,Concluído,7,4
PED-01374,2025-05-20,2025,05,Sudeste,São Paulo,Aplicativo,Daniel,Pequena Empresa,Monitor 24,Eletrônicos,2,920.00,20,38.34,1840.00,0.00,13.42,-13.42,0.00,Transferência,Cancelado,10,
PED-01104,2025-05-21,2025,05,Sudeste,São Paulo,Aplicativo,Felipe,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,10,55.31,1450.00,1360.31,1039.36,320.95,23.59,Boleto,Concluído,4,2
PED-01345,2025-05-21,2025,05,Norte,Porto Velho,Site,Carla,Pessoa Física,Smartphone X,Telefonia,2,3200.00,5,84.20,6400.00,6164.20,4929.47,1234.73,20.03,Cartão de Crédito,Concluído,9,5
PED-01382,2025-05-21,2025,05,Sudeste,Rio de Janeiro,Site,Felipe,Pequena Empresa,Tablet 10,Telefonia,3,1850.00,0,33.23,5550.00,5583.23,3971.63,1611.60,28.87,Transferência,Concluído,9,3
PED-01445,2025-05-21,2025,05,Norte,Belém,Site,Carla,Pessoa Física,Smartphone X,Telefonia,1,3200.00,0,88.53,3200.00,493.28,2108.84,-1615.56,-327.51,Boleto,Devolvido,11,
PED-00136,2025-05-22,2025,05,Sul,Londrina,Marketplace,Felipe,Corporativo,Headset USB,Acessórios,2,260.00,5,51.90,520.00,81.88,278.94,-197.06,-240.67,Boleto,Devolvido,12,
PED-00316,2025-05-22,2025,05,Nordeste,Natal,Loja Física,Carla,Pessoa Física,Monitor 27,Eletrônicos,2,1450.00,10,76.08,2900.00,0.00,26.63,-26.63,0.00,Cartão de Crédito,Cancelado,12,
PED-00550,2025-05-22,2025,05,Nordeste,Natal,Site,Felipe,Pessoa Física,SSD 1 TB,Componentes,3,510.00,10,36.79,1530.00,1413.79,1047.88,365.91,25.88,Transferência,Concluído,6,4
PED-00688,2025-05-22,2025,05,Sudeste,Campinas,Marketplace,Henrique,Pessoa Física,Webcam Full HD,Acessórios,4,310.00,5,55.19,1240.00,1233.19,779.32,453.87,36.80,PIX,Concluído,9,4
PED-01299,2025-05-22,2025,05,Sudeste,Rio de Janeiro,Site,Henrique,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,5,77.06,1520.00,1521.06,1056.97,464.09,30.51,Boleto,Concluído,12,5
PED-01312,2025-05-22,2025,05,Sudeste,São Paulo,Marketplace,Henrique,Corporativo,Notebook Lite 15,Eletrônicos,3,2850.00,5,42.65,8550.00,8165.15,6464.93,1700.22,20.82,Transferência,Concluído,6,2
PED-00107,2025-05-23,2025,05,Sul,Curitiba,Aplicativo,Ana,Pessoa Física,Memória RAM 16 GB,Componentes,4,390.00,5,69.09,1560.00,0.00,24.18,-24.18,0.00,Cartão de Crédito,Cancelado,7,
PED-00682,2025-05-23,2025,05,Nordeste,Natal,Loja Física,Eduarda,Pessoa Física,Memória RAM 16 GB,Componentes,1,390.00,0,65.74,390.00,68.36,227.81,-159.45,-233.25,Cartão de Crédito,Devolvido,9,
PED-00827,2025-05-24,2025,05,Sudeste,Belo Horizonte,Site,Eduarda,Pequena Empresa,Impressora Wi-Fi,Escritório,5,760.00,0,30.63,3800.00,3830.63,2585.72,1244.91,32.50,PIX,Concluído,10,5
PED-00881,2025-05-24,2025,05,Sul,Curitiba,Site,Felipe,Pessoa Física,Teclado Mecânico,Acessórios,3,350.00,5,68.00,1050.00,0.00,23.80,-23.80,0.00,Boleto,Cancelado,11,
PED-00900,2025-05-24,2025,05,Centro-Oeste,Cuiabá,Aplicativo,Felipe,Média Empresa,Monitor 24,Eletrônicos,2,920.00,15,17.49,1840.00,1581.49,1286.12,295.37,18.68,Boleto,Concluído,4,4
PED-00368,2025-05-25,2025,05,Sudeste,São Paulo,Site,Ana,Pessoa Física,Notebook Pro 14,Eletrônicos,4,4200.00,10,5.04,16800.00,2268.76,10711.50,-8442.74,-372.13,Cartão de Crédito,Devolvido,1,
PED-00435,2025-05-25,2025,05,Sudeste,Belo Horizonte,Marketplace,Henrique,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,0,75.15,1520.00,239.27,897.85,-658.58,-275.25,Transferência,Devolvido,10,
PED-01177,2025-05-25,2025,05,Sudeste,São Paulo,Aplicativo,Bruno,Pessoa Física,Tablet 10,Telefonia,1,1850.00,0,42.92,1850.00,283.94,1134.77,-850.83,-299.65,Cartão de Crédito,Devolvido,5,
PED-00578,2025-05-26,2025,05,Sul,Florianópolis,Site,Ana,Pessoa Física,Mesa Home Office,Móveis,1,980.00,0,24.89,980.00,1004.89,628.71,376.18,37.43,PIX,Concluído,6,5
PED-01005,2025-05-26,2025,05,Centro-Oeste,Campo Grande,Marketplace,Gabriela,Pequena Empresa,Smartphone X,Telefonia,2,3200.00,5,79.43,6400.00,6159.43,4927.80,1231.63,20.00,Cartão de Crédito,Concluído,11,4
PED-01355,2025-05-26,2025,05,Sudeste,Campinas,Site,Eduarda,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,15,62.50,1450.00,194.25,885.60,-691.35,-355.91,Transferência,Devolvido,3,
PED-00964,2025-05-27,2025,05,Sul,Curitiba,Loja Física,Daniel,Pequena Empresa,SSD 1 TB,Componentes,3,510.00,0,1.35,1530.00,1531.35,1035.47,495.88,32.38,Boleto,Concluído,6,5
PED-00109,2025-05-28,2025,05,Sul,Florianópolis,Site,Gabriela,Pessoa Física,Mesa Home Office,Móveis,3,980.00,5,34.26,2940.00,0.00,11.99,-11.99,0.00,Cartão de Crédito,Cancelado,9,
PED-00169,2025-05-28,2025,05,Norte,Porto Velho,Site,Daniel,Pessoa Física,Tablet 10,Telefonia,4,1850.00,10,51.35,7400.00,6711.35,5297.97,1413.38,21.06,Cartão de Crédito,Concluído,12,3
PED-00411,2025-05-28,2025,05,Nordeste,Recife,Site,Gabriela,Média Empresa,Memória RAM 16 GB,Componentes,5,390.00,10,88.38,1950.00,0.00,30.93,-30.93,0.00,Transferência,Cancelado,3,
PED-01056,2025-05-28,2025,05,Sul,Londrina,Site,Gabriela,Pessoa Física,Monitor 24,Eletrônicos,1,920.00,5,23.63,920.00,897.63,648.27,249.36,27.78,Transferência,Concluído,4,4
PED-01072,2025-05-28,2025,05,Nordeste,Recife,Site,Gabriela,Pessoa Física,Teclado Mecânico,Acessórios,1,350.00,0,1.15,350.00,351.15,210.40,140.75,40.08,PIX,Concluído,4,4
PED-00650,2025-05-30,2025,05,Sudeste,São Paulo,Site,Daniel,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,15,16.69,310.00,42.03,166.46,-124.43,-296.05,Transferência,Devolvido,5,
PED-00707,2025-05-30,2025,05,Sudeste,São Paulo,Aplicativo,Gabriela,Pessoa Física,Headset USB,Acessórios,4,260.00,10,92.96,1040.00,1028.96,652.54,376.42,36.58,Cartão de Crédito,Concluído,1,3
PED-01277,2025-05-30,2025,05,Centro-Oeste,Brasília,Site,Daniel,Pessoa Física,Headset USB,Acessórios,3,260.00,5,73.13,780.00,0.00,25.60,-25.60,0.00,Transferência,Cancelado,12,
PED-01386,2025-05-30,2025,05,Sudeste,Belo Horizonte,Marketplace,Carla,Pequena Empresa,Webcam Full HD,Acessórios,2,310.00,15,93.89,620.00,93.13,350.93,-257.80,-276.82,Boleto,Devolvido,9,
PED-00308,2025-05-31,2025,05,Sudeste,Rio de Janeiro,Marketplace,Gabriela,Pequena Empresa,Notebook Lite 15,Eletrônicos,2,2850.00,0,68.36,5700.00,865.25,3675.34,-2810.09,-324.77,Cartão de Crédito,Devolvido,5,
PED-01274,2025-05-31,2025,05,Centro-Oeste,Brasília,Site,Eduarda,Pessoa Física,Monitor 27,Eletrônicos,4,1450.00,5,21.66,5800.00,5531.66,4087.58,1444.08,26.11,Transferência,Concluído,12,4
PED-00453,2025-06-01,2025,06,Sudeste,Rio de Janeiro,Marketplace,Ana,Pessoa Física,Memória RAM 16 GB,Componentes,8,390.00,5,12.54,3120.00,2976.54,1964.39,1012.15,34.00,Cartão de Crédito,Concluído,7,4
PED-00618,2025-06-01,2025,06,Sul,Porto Alegre,Site,Carla,Pessoa Física,Cadeira Ergonômica,Móveis,4,1350.00,10,87.10,5400.00,4947.10,3550.49,1396.61,28.23,Cartão de Crédito,Concluído,12,4
PED-01085,2025-06-01,2025,06,Norte,Belém,Site,Bruno,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,5,22.73,1450.00,1400.23,1027.96,372.27,26.59,Boleto,Concluído,7,4
PED-01135,2025-06-01,2025,06,Sudeste,São Paulo,Site,Eduarda,Pessoa Física,Memória RAM 16 GB,Componentes,4,390.00,5,44.54,1560.00,0.00,15.59,-15.59,0.00,Transferência,Cancelado,7,
PED-01362,2025-06-01,2025,06,Sudeste,Campinas,Site,Daniel,Média Empresa,Mouse Sem Fio,Acessórios,3,145.00,0,27.30,435.00,462.30,255.56,206.74,44.72,PIX,Concluído,12,5
PED-01403,2025-06-01,2025,06,Sul,Curitiba,Site,Felipe,Pequena Empresa,Smartphone X,Telefonia,4,3200.00,10,65.37,12800.00,11585.37,9822.88,1762.49,15.21,Boleto,Concluído,7,5
PED-00211,2025-06-03,2025,06,Norte,Manaus,Marketplace,Gabriela,Pessoa Física,Mouse Sem Fio,Acessórios,1,145.00,15,30.39,145.00,153.64,92.64,61.00,39.70,Cartão de Crédito,Concluído,10,4
PED-00253,2025-06-03,2025,06,Centro-Oeste,Campo Grande,Loja Física,Carla,Pequena Empresa,Webcam Full HD,Acessórios,3,310.00,20,24.65,930.00,768.65,578.63,190.02,24.72,Cartão de Crédito,Concluído,7,4
PED-01080,2025-06-03,2025,06,Sul,Curitiba,Aplicativo,Carla,Corporativo,Impressora Wi-Fi,Escritório,1,760.00,0,12.68,760.00,772.68,519.44,253.24,32.77,Boleto,Concluído,11,5
PED-01326,2025-06-03,2025,06,Nordeste,Fortaleza,Site,Bruno,Pessoa Física,Webcam Full HD,Acessórios,3,310.00,0,3.78,930.00,933.78,571.32,362.46,38.82,PIX,Concluído,11,2
PED-00214,2025-06-04,2025,06,Norte,Manaus,Site,Felipe,Pequena Empresa,Notebook Pro 14,Eletrônicos,3,4200.00,0,31.83,12600.00,1894.77,8041.97,-6147.20,-324.43,Boleto,Devolvido,7,
PED-00899,2025-06-05,2025,06,Sul,Porto Alegre,Marketplace,Henrique,Pessoa Física,Teclado Mecânico,Acessórios,2,350.00,10,24.77,700.00,0.00,8.67,-8.67,0.00,Cartão de Crédito,Cancelado,5,
PED-01052,2025-06-05,2025,06,Sul,Florianópolis,Loja Física,Carla,Média Empresa,Notebook Pro 14,Eletrônicos,4,4200.00,0,58.55,16800.00,16858.55,12620.49,4238.06,25.14,Boleto,Concluído,2,4
PED-00010,2025-06-06,2025,06,Nordeste,Salvador,Marketplace,Henrique,Pessoa Física,Smartphone Y,Telefonia,6,2150.00,15,79.01,12900.00,11044.01,9507.65,1536.36,13.91,Cartão de Crédito,Concluído,4,2
PED-00041,2025-06-06,2025,06,Sudeste,São Paulo,Marketplace,Daniel,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,5,57.56,310.00,52.81,178.63,-125.82,-238.25,Cartão de Crédito,Devolvido,12,
PED-00162,2025-06-06,2025,06,Sudeste,Campinas,Marketplace,Daniel,Pessoa Física,Headset USB,Acessórios,3,260.00,10,24.45,780.00,726.45,473.56,252.89,34.81,Transferência,Concluído,12,5
PED-00206,2025-06-06,2025,06,Sudeste,São Paulo,Marketplace,Daniel,Corporativo,Cadeira Ergonômica,Móveis,1,1350.00,5,55.71,1350.00,200.73,764.57,-563.84,-280.89,Cartão de Crédito,Devolvido,11,
PED-00701,2025-06-06,2025,06,Sudeste,São Paulo,Site,Eduarda,Pessoa Física,Memória RAM 16 GB,Componentes,8,390.00,10,8.28,3120.00,2816.28,1962.90,853.38,30.30,Boleto,Concluído,8,4
PED-01103,2025-06-06,2025,06,Sudeste,Campinas,Aplicativo,Felipe,Pessoa Física,Cadeira Ergonômica,Móveis,1,1350.00,0,2.16,1350.00,1352.16,880.76,471.40,34.86,Cartão de Crédito,Concluído,6,3
PED-00287,2025-06-07,2025,06,Sul,Florianópolis,Marketplace,Felipe,Pessoa Física,Smartphone X,Telefonia,3,3200.00,5,90.91,9600.00,0.00,31.82,-31.82,0.00,PIX,Cancelado,2,
PED-00718,2025-06-07,2025,06,Centro-Oeste,Cuiabá,Site,Gabriela,Pessoa Física,Smartphone Y,Telefonia,8,2150.00,0,61.22,17200.00,17261.22,12661.43,4599.79,26.65,Transferência,Concluído,10,4
PED-00076,2025-06-08,2025,06,Nordeste,Natal,Marketplace,Eduarda,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,5,90.30,1520.00,1534.30,1061.61,472.69,30.81,Boleto,Concluído,2,5
PED-00893,2025-06-08,2025,06,Sudeste,Campinas,Loja Física,Carla,Pequena Empresa,Smartphone X,Telefonia,1,3200.00,20,93.21,3200.00,397.98,2110.23,-1712.25,-430.24,Transferência,Devolvido,10,
PED-00088,2025-06-09,2025,06,Nordeste,Salvador,Loja Física,Eduarda,Pessoa Física,Mouse Sem Fio,Acessórios,2,145.00,10,39.35,290.00,300.35,177.77,122.58,40.81,Transferência,Concluído,9,3
PED-00845,2025-06-09,2025,06,Norte,Palmas,Site,Eduarda,Pessoa Física,Headset USB,Acessórios,3,260.00,5,78.84,780.00,819.84,492.59,327.25,39.92,PIX,Concluído,2,4
PED-00694,2025-06-10,2025,06,Norte,Palmas,Aplicativo,Carla,Pequena Empresa,Cadeira Ergonômica,Móveis,2,1350.00,0,37.27,2700.00,410.59,1507.08,-1096.49,-267.05,Cartão de Crédito,Devolvido,9,
PED-00830,2025-06-10,2025,06,Sudeste,Rio de Janeiro,Site,Ana,Corporativo,Monitor 24,Eletrônicos,1,920.00,15,82.47,920.00,0.00,28.86,-28.86,0.00,Boleto,Cancelado,12,
PED-01449,2025-06-10,2025,06,Nordeste,Recife,Marketplace,Felipe,Pequena Empresa,Impressora Wi-Fi,Escritório,1,760.00,5,17.19,760.00,110.88,442.87,-331.99,-299.41,PIX,Devolvido,5,
PED-00399,2025-06-11,2025,06,Sudeste,São Paulo,Site,Felipe,Pessoa Física,Cadeira Ergonômica,Móveis,1,1350.00,20,76.38,1350.00,0.00,26.73,-26.73,0.00,PIX,Cancelado,4,
PED-00436,2025-06-11,2025,06,Centro-Oeste,Brasília,Site,Carla,Corporativo,Notebook Pro 14,Eletrônicos,3,4200.00,10,26.95,12600.00,1705.04,8040.52,-6335.48,-371.57,PIX,Devolvido,8,
PED-00533,2025-06-12,2025,06,Centro-Oeste,Brasília,Loja Física,Felipe,Pessoa Física,Mouse Sem Fio,Acessórios,3,145.00,0,21.29,435.00,456.29,253.45,202.84,44.45,Cartão de Crédito,Concluído,6,5
PED-00595,2025-06-12,2025,06,Sul,Londrina,Site,Ana,Corporativo,Mesa Home Office,Móveis,2,980.00,15,57.46,1960.00,1723.46,1260.11,463.35,26.88,Transferência,Concluído,9,4
PED-01313,2025-06-13,2025,06,Sul,Curitiba,Marketplace,Felipe,Média Empresa,Headset USB,Acessórios,1,260.00,0,59.75,260.00,319.75,175.91,143.84,44.99,Cartão de Crédito,Concluído,12,1
PED-00317,2025-06-14,2025,06,Norte,Manaus,Loja Física,Carla,Pessoa Física,Tablet 10,Telefonia,3,1850.00,0,24.99,5550.00,5574.99,3968.75,1606.24,28.81,Transferência,Concluído,2,5
PED-00456,2025-06-14,2025,06,Sudeste,Rio de Janeiro,Loja Física,Carla,Pessoa Física,Mesa Home Office,Móveis,1,980.00,20,54.58,980.00,838.58,639.10,199.48,23.79,PIX,Concluído,5,4
PED-00897,2025-06-14,2025,06,Nordeste,Natal,Aplicativo,Ana,Pequena Empresa,Smartphone X,Telefonia,2,3200.00,20,67.12,6400.00,5187.12,4923.49,263.63,5.08,Transferência,Concluído,5,5
PED-00104,2025-06-15,2025,06,Centro-Oeste,Goiânia,Aplicativo,Ana,Pequena Empresa,Headset USB,Acessórios,5,260.00,10,9.75,1300.00,0.00,3.41,-3.41,0.00,Boleto,Cancelado,2,
PED-00387,2025-06-15,2025,06,Sul,Porto Alegre,Aplicativo,Felipe,Corporativo,Mesa Home Office,Móveis,1,980.00,0,35.01,980.00,1015.01,632.25,382.76,37.71,Cartão de Crédito,Concluído,2,5
PED-00702,2025-06-15,2025,06,Sudeste,Belo Horizonte,Site,Bruno,Pessoa Física,Monitor 24,Eletrônicos,4,920.00,0,44.96,3680.00,3724.96,2575.74,1149.22,30.85,PIX,Concluído,8,5
PED-00875,2025-06-15,2025,06,Sudeste,Rio de Janeiro,Site,Daniel,Pessoa Física,SSD 1 TB,Componentes,1,510.00,15,19.67,510.00,453.17,351.88,101.29,22.35,Transferência,Concluído,8,3
PED-00788,2025-06-16,2025,06,Sul,Porto Alegre,Site,Ana,Pessoa Física,Tablet 10,Telefonia,3,1850.00,0,94.89,5550.00,0.00,33.21,-33.21,0.00,Boleto,Cancelado,5,
PED-00042,2025-06-17,2025,06,Sudeste,São Paulo,Aplicativo,Gabriela,Pessoa Física,Mesa Home Office,Móveis,3,980.00,0,65.61,2940.00,450.84,1600.52,-1149.68,-255.01,Cartão de Crédito,Devolvido,4,
PED-00249,2025-06-17,2025,06,Nordeste,Salvador,Site,Gabriela,Pessoa Física,Cadeira Ergonômica,Móveis,5,1350.00,10,20.36,6750.00,6095.36,4407.13,1688.23,27.70,PIX,Concluído,11,3
PED-00377,2025-06-17,2025,06,Sudeste,Campinas,Loja Física,Ana,Corporativo,Headset USB,Acessórios,8,260.00,0,63.78,2080.00,2143.78,1262.32,881.46,41.12,Transferência,Concluído,4,2
PED-00977,2025-06-17,2025,06,Sudeste,Campinas,Site,Henrique,Pequena Empresa,Impressora Wi-Fi,Escritório,1,760.00,15,23.69,760.00,669.69,523.29,146.40,21.86,Transferência,Concluído,11,5
PED-01175,2025-06-17,2025,06,Sudeste,Rio de Janeiro,Loja Física,Daniel,Média Empresa,Notebook Pro 14,Eletrônicos,8,4200.00,5,44.43,33600.00,0.00,15.55,-15.55,0.00,Boleto,Cancelado,10,
PED-01408,2025-06-17,2025,06,Sudeste,Belo Horizonte,Site,Bruno,Pessoa Física,Notebook Pro 14,Eletrônicos,2,4200.00,5,77.04,8400.00,0.00,26.96,-26.96,0.00,Transferência,Cancelado,11,
PED-01040,2025-06-18,2025,06,Nordeste,Natal,Loja Física,Felipe,Corporativo,Webcam Full HD,Acessórios,4,310.00,5,71.48,1240.00,1249.48,785.02,464.46,37.17,Cartão de Crédito,Concluído,6,5
PED-00306,2025-06-19,2025,06,Sudeste,Belo Horizonte,Site,Carla,Pessoa Física,Webcam Full HD,Acessórios,3,310.00,15,62.81,930.00,853.31,591.98,261.33,30.63,Transferência,Concluído,6,5
PED-00673,2025-06-19,2025,06,Nordeste,Natal,Marketplace,Gabriela,Pessoa Física,SSD 1 TB,Componentes,1,510.00,0,15.20,510.00,525.20,350.32,174.88,33.30,Transferência,Concluído,10,5
PED-00188,2025-06-20,2025,06,Sudeste,Rio de Janeiro,Site,Henrique,Pequena Empresa,Memória RAM 16 GB,Componentes,5,390.00,20,46.04,1950.00,1606.04,1241.11,364.93,22.72,Transferência,Concluído,7,5
PED-00672,2025-06-20,2025,06,Nordeste,Recife,Site,Ana,Pequena Empresa,Cadeira Ergonômica,Móveis,3,1350.00,10,37.76,4050.00,552.41,2255.24,-1702.83,-308.25,Cartão de Crédito,Devolvido,9,
PED-00816,2025-06-20,2025,06,Nordeste,Salvador,Aplicativo,Felipe,Pessoa Física,Headset USB,Acessórios,2,260.00,20,2.01,520.00,418.01,310.70,107.31,25.67,Boleto,Concluído,2,5
PED-01230,2025-06-20,2025,06,Sul,Curitiba,Marketplace,Ana,Pessoa Física,Notebook Lite 15,Eletrônicos,1,2850.00,15,50.45,2850.00,2472.95,2167.66,305.29,12.35,PIX,Concluído,6,4
PED-00310,2025-06-21,2025,06,Norte,Manaus,Site,Gabriela,Pessoa Física,Smartphone X,Telefonia,1,3200.00,5,86.39,3200.00,468.96,2108.20,-1639.24,-349.55,PIX,Devolvido,7,
PED-01123,2025-06-21,2025,06,Norte,Palmas,Loja Física,Daniel,Pequena Empresa,Notebook Pro 14,Eletrônicos,5,4200.00,0,47.85,21000.00,21047.85,15766.75,5281.10,25.09,Transferência,Concluído,10,3
PED-00093,2025-06-22,2025,06,Sul,Curitiba,Marketplace,Daniel,Média Empresa,Monitor 24,Eletrônicos,1,920.00,10,77.80,920.00,905.80,667.23,238.57,26.34,Boleto,Concluído,4,3
PED-00222,2025-06-22,2025,06,Centro-Oeste,Campo Grande,Marketplace,Gabriela,Pequena Empresa,Impressora Wi-Fi,Escritório,1,760.00,0,17.78,760.00,777.78,521.22,256.56,32.99,Cartão de Crédito,Concluído,8,5
PED-00554,2025-06-22,2025,06,Sudeste,Belo Horizonte,Loja Física,Carla,Pessoa Física,Mesa Home Office,Móveis,2,980.00,0,58.38,1960.00,2018.38,1260.43,757.95,37.55,Cartão de Crédito,Concluído,3,1
PED-00967,2025-06-23,2025,06,Sudeste,Rio de Janeiro,Aplicativo,Daniel,Pessoa Física,Smartphone X,Telefonia,1,3200.00,0,36.82,3200.00,0.00,12.89,-12.89,0.00,PIX,Cancelado,2,
PED-01279,2025-06-23,2025,06,Centro-Oeste,Cuiabá,Loja Física,Ana,Média Empresa,Monitor 24,Eletrônicos,1,920.00,10,91.42,920.00,919.42,672.00,247.42,26.91,PIX,Concluído,5,4
PED-00763,2025-06-24,2025,06,Sul,Florianópolis,Site,Bruno,Corporativo,Headset USB,Acessórios,2,260.00,10,37.16,520.00,75.77,274.56,-198.79,-262.36,Transferência,Devolvido,2,
PED-01495,2025-06-24,2025,06,Sul,Londrina,Aplicativo,Eduarda,Pequena Empresa,Impressora Wi-Fi,Escritório,4,760.00,15,24.25,3040.00,0.00,8.49,-8.49,0.00,Transferência,Cancelado,7,
PED-00092,2025-06-25,2025,06,Centro-Oeste,Cuiabá,Site,Bruno,Pessoa Física,SSD 1 TB,Componentes,2,510.00,5,37.60,1020.00,1006.60,703.16,303.44,30.15,Boleto,Concluído,12,4
PED-00124,2025-06-25,2025,06,Centro-Oeste,Brasília,Loja Física,Ana,Pessoa Física,Smartphone X,Telefonia,6,3200.00,10,25.14,19200.00,17305.14,14708.80,2596.34,15.00,Cartão de Crédito,Concluído,10,4
PED-00645,2025-06-25,2025,06,Norte,Manaus,Site,Ana,Corporativo,Impressora Wi-Fi,Escritório,2,760.00,10,62.62,1520.00,1430.62,1051.92,378.70,26.47,Boleto,Concluído,3,4
PED-01246,2025-06-25,2025,06,Sudeste,São Paulo,Loja Física,Ana,Pequena Empresa,Monitor 27,Eletrônicos,3,1450.00,0,80.71,4350.00,0.00,28.25,-28.25,0.00,PIX,Cancelado,2,
PED-00471,2025-06-26,2025,06,Sudeste,São Paulo,Site,Carla,Pequena Empresa,Mesa Home Office,Móveis,1,980.00,0,93.21,980.00,1073.21,652.62,420.59,39.19,Cartão de Crédito,Concluído,12,5
PED-00279,2025-06-27,2025,06,Sudeste,Belo Horizonte,Marketplace,Gabriela,Pessoa Física,Teclado Mecânico,Acessórios,3,350.00,10,23.58,1050.00,968.58,638.25,330.33,34.10,Transferência,Concluído,6,5
PED-00286,2025-06-27,2025,06,Sudeste,Campinas,Site,Eduarda,Pessoa Física,Monitor 27,Eletrônicos,2,1450.00,0,31.40,2900.00,439.71,1743.34,-1303.63,-296.47,Cartão de Crédito,Devolvido,3,
PED-00410,2025-06-27,2025,06,Sudeste,Campinas,Loja Física,Felipe,Média Empresa,Memória RAM 16 GB,Componentes,1,390.00,20,63.66,390.00,375.66,267.28,108.38,28.85,Cartão de Crédito,Concluído,1,2
PED-00605,2025-06-27,2025,06,Sudeste,Belo Horizonte,Site,Daniel,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,15,61.74,4200.00,3631.74,3171.61,460.13,12.67,PIX,Concluído,1,2
PED-00719,2025-06-27,2025,06,Centro-Oeste,Goiânia,Marketplace,Bruno,Pequena Empresa,Tablet 10,Telefonia,1,1850.00,0,54.81,1850.00,1904.81,1339.18,565.63,29.69,PIX,Concluído,11,5
PED-01273,2025-06-27,2025,06,Sul,Curitiba,Aplicativo,Eduarda,Pessoa Física,Smartphone Y,Telefonia,10,2150.00,5,25.00,21500.00,20450.00,15808.75,4641.25,22.70,Cartão de Crédito,Concluído,11,5
PED-01399,2025-06-27,2025,06,Nordeste,Recife,Site,Carla,Média Empresa,Cadeira Ergonômica,Móveis,3,1350.00,10,24.54,4050.00,3669.54,2648.59,1020.95,27.82,PIX,Concluído,3,3
PED-01477,2025-06-27,2025,06,Sul,Florianópolis,Aplicativo,Henrique,Pequena Empresa,Mouse Sem Fio,Acessórios,5,145.00,10,33.31,725.00,102.87,358.41,-255.54,-248.41,Boleto,Devolvido,4,
PED-00769,2025-06-28,2025,06,Nordeste,Natal,Aplicativo,Ana,Pequena Empresa,Tablet 10,Telefonia,1,1850.00,15,6.92,1850.00,1579.42,1322.42,257.00,16.27,Cartão de Crédito,Concluído,10,5
PED-00770,2025-06-28,2025,06,Sudeste,Campinas,Site,Daniel,Pessoa Física,Smartphone X,Telefonia,2,3200.00,10,21.42,6400.00,867.21,4171.38,-3304.17,-381.01,Transferência,Devolvido,3,
PED-00072,2025-06-29,2025,06,Sudeste,Belo Horizonte,Marketplace,Eduarda,Média Empresa,Headset USB,Acessórios,1,260.00,15,45.78,260.00,266.78,171.02,95.76,35.89,Cartão de Crédito,Concluído,12,5
PED-00392,2025-06-29,2025,06,Sudeste,Belo Horizonte,Aplicativo,Henrique,Média Empresa,Headset USB,Acessórios,4,260.00,10,45.74,1040.00,147.26,540.61,-393.35,-267.11,Boleto,Devolvido,8,
PED-00418,2025-06-29,2025,06,Nordeste,Recife,Marketplace,Ana,Pessoa Física,Cadeira Ergonômica,Móveis,1,1350.00,0,88.72,1350.00,1438.72,911.05,527.67,36.68,Transferência,Concluído,8,5
PED-00464,2025-06-29,2025,06,Nordeste,Recife,Site,Gabriela,Pessoa Física,SSD 1 TB,Componentes,2,510.00,15,28.69,1020.00,0.00,10.04,-10.04,0.00,Transferência,Cancelado,5,
PED-00965,2025-06-29,2025,06,Sul,Curitiba,Marketplace,Carla,Corporativo,Smartphone Y,Telefonia,2,2150.00,0,59.59,4300.00,4359.59,3180.86,1178.73,27.04,Cartão de Crédito,Concluído,11,5
